parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
14640010.0,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640010.0,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640010.0,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640010.0,"Cheese sandwich, Cheddar cheese, on wheat bread, no spread",18060.0,"Bread, rye",3.0
14640012.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",18064.0,"Bread, wheat",27.0
14640012.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640012.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640012.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640012.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, no spread",18060.0,"Bread, rye",3.0
14640016.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",18064.0,"Bread, wheat",27.0
14640016.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640016.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640016.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640016.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, no spread",18060.0,"Bread, rye",3.0
14640018.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",18064.0,"Bread, wheat",27.0
14640018.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640018.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640018.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640018.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, no spread",18060.0,"Bread, rye",3.0
14640022.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",18064.0,"Bread, wheat",27.0
14640022.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640022.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640022.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640022.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, no spread",18060.0,"Bread, rye",3.0
14640024.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",18064.0,"Bread, wheat",27.0
14640024.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640024.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640024.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",18967.0,"Bread, white wheat",3.0
14640024.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, no spread",18060.0,"Bread, rye",3.0
14640028.0,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640028.0,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640028.0,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640028.0,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640028.0,"Cheese sandwich, American cheese, on wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640030.0,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640030.0,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640030.0,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640030.0,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640030.0,"Cheese sandwich, American cheese, on whole wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640034.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640034.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640034.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640034.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640034.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640036.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640036.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640036.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640036.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640036.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640040.0,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640040.0,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640040.0,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640040.0,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640040.0,"Cheese sandwich, reduced fat American cheese,, on wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640042.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640042.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640042.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640042.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640042.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640046.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640046.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640046.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640046.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640046.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640048.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",18064.0,"Bread, wheat",27.0
14640048.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640048.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640048.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",18967.0,"Bread, white wheat",3.0
14640048.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise",18060.0,"Bread, rye",3.0
14640052.0,"Cheese sandwich, American cheese, on wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640052.0,"Cheese sandwich, American cheese, on wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640052.0,"Cheese sandwich, American cheese, on wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640052.0,"Cheese sandwich, American cheese, on wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640052.0,"Cheese sandwich, American cheese, on wheat bread, with butter",18060.0,"Bread, rye",3.0
14640054.0,"Cheese sandwich, American cheese, on whole wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640054.0,"Cheese sandwich, American cheese, on whole wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640054.0,"Cheese sandwich, American cheese, on whole wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640054.0,"Cheese sandwich, American cheese, on whole wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640054.0,"Cheese sandwich, American cheese, on whole wheat bread, with butter",18060.0,"Bread, rye",3.0
14640058.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640058.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640058.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640058.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640058.0,"Cheese sandwich, Cheddar cheese, on wheat bread, with butter",18060.0,"Bread, rye",3.0
14640060.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640060.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640060.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640060.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640060.0,"Cheese sandwich, Cheddar cheese, on whole wheat bread, with butter",18060.0,"Bread, rye",3.0
14640064.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640064.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640064.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640064.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640064.0,"Cheese sandwich, reduced fat American cheese, on wheat bread, with butter",18060.0,"Bread, rye",3.0
14640066.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640066.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640066.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640066.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640066.0,"Cheese sandwich, reduced fat American cheese, on whole wheat bread, with butter",18060.0,"Bread, rye",3.0
14640070.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640070.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640070.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640070.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640070.0,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with butter",18060.0,"Bread, rye",3.0
14640072.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",18064.0,"Bread, wheat",27.0
14640072.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640072.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640072.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",18967.0,"Bread, white wheat",3.0
14640072.0,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with butter",18060.0,"Bread, rye",3.0
14640110.0,"Grilled cheese sandwich, American cheese, on wheat bread",18064.0,"Bread, wheat",27.0
14640110.0,"Grilled cheese sandwich, American cheese, on wheat bread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640110.0,"Grilled cheese sandwich, American cheese, on wheat bread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640110.0,"Grilled cheese sandwich, American cheese, on wheat bread",18967.0,"Bread, white wheat",3.0
14640110.0,"Grilled cheese sandwich, American cheese, on wheat bread",18060.0,"Bread, rye",3.0
14640115.0,"Grilled cheese sandwich, American cheese, on whole wheat bread",18064.0,"Bread, wheat",27.0
14640115.0,"Grilled cheese sandwich, American cheese, on whole wheat bread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640115.0,"Grilled cheese sandwich, American cheese, on whole wheat bread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640115.0,"Grilled cheese sandwich, American cheese, on whole wheat bread",18967.0,"Bread, white wheat",3.0
14640115.0,"Grilled cheese sandwich, American cheese, on whole wheat bread",18060.0,"Bread, rye",3.0
14640130.0,"Grilled cheese sandwich, Cheddar cheese, on wheat bread",18064.0,"Bread, wheat",27.0
14640130.0,"Grilled cheese sandwich, Cheddar cheese, on wheat bread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640130.0,"Grilled cheese sandwich, Cheddar cheese, on wheat bread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640130.0,"Grilled cheese sandwich, Cheddar cheese, on wheat bread",18967.0,"Bread, white wheat",3.0
14640130.0,"Grilled cheese sandwich, Cheddar cheese, on wheat bread",18060.0,"Bread, rye",3.0
14640135.0,"Grilled cheese sandwich, Cheddar cheese, on whole wheat bread",18064.0,"Bread, wheat",27.0
14640135.0,"Grilled cheese sandwich, Cheddar cheese, on whole wheat bread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640135.0,"Grilled cheese sandwich, Cheddar cheese, on whole wheat bread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640135.0,"Grilled cheese sandwich, Cheddar cheese, on whole wheat bread",18967.0,"Bread, white wheat",3.0
14640135.0,"Grilled cheese sandwich, Cheddar cheese, on whole wheat bread",18060.0,"Bread, rye",3.0
14640160.0,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread",18064.0,"Bread, wheat",27.0
14640160.0,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread",18075.0,"Bread, whole-wheat, commercially prepared",21.0
14640160.0,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread",28397.0,"Bread, multi-grain (includes whole-grain)",6.0
14640160.0,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread",18967.0,"Bread, white wheat",3.0
14640160.0,"Grilled cheese sandwich, reduced fat American cheese, on wheat bread",18060.0,"Bread, rye",3.0
