DRXFDCD,foodcode,food_description
13160410,13130310,"Light ice cream, chocolate"
13160420,13130300,"Light ice cream, vanilla"
13161630,13140100,"Light ice cream bar, vanilla, chocolate coated"
13170000,53112100,Ice cream cake
13210150,13210110,"Pudding, bread"
13210180,13210110,"Pudding, bread"
13210190,13210110,"Pudding, bread"
13210220,13200110,"Pudding, chocolate, NFS"
13210250,13230140,"Pudding, chocolate, ready-to-eat, sugar free"
13210270,13210300,Custard
13210290,13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free"
13210500,13210520,"Pudding, tapioca, made from dry mix"
13210530,13210520,"Pudding, tapioca, made from dry mix"
13210610,91560100,Haupia
13210750,13210280,"Pudding, flavors other than chocolate, NFS"
13210810,13210280,"Pudding, flavors other than chocolate, NFS"
13220230,13230140,"Pudding, chocolate, ready-to-eat, sugar free"
13220235,13230140,"Pudding, chocolate, ready-to-eat, sugar free"
13220240,13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free"
13220245,13230120,"Pudding, flavors other than chocolate, ready-to-eat, sugar free"
13230200,13230130,"Pudding, chocolate, ready-to-eat"
13230510,13230500,"Pudding, tapioca, ready-to-eat"
13250100,13250000,Mousse
13252100,53343000,"Pie, coconut cream"
13412000,13411000,White sauce or gravy
14650150,14650100,Cheese sauce
27120160,27116100,Beef curry
27130100,27116100,Beef curry
27150100,27150320,Fish curry
27150190,27150140,Seafood sauce
27510110,27510130,"Beef barbecue submarine sandwich, on bun"
28500030,28501110,"Gravy, poultry, fat free"
28500050,28500000,"Gravy, poultry"
28500060,28501010,"Gravy, beef, fat free"
28500070,28500040,"Gravy, beef  "
28500080,28500000,"Gravy, poultry"
28500100,28500040,"Gravy, beef"
28510010,28500000,"Gravy, poultry"
28510020,28500040,"Gravy, beef"
28510030,28500040,"Gravy, beef"
28522050,28522000,Mole sauce
32400110,32400100,"Egg white, omelet, scrambled, or fried, with cheese"
32400120,32400100,"Egg white, omelet, scrambled, or fried, with cheese"
32400210,32400200,"Egg white, omelet, scrambled, or fried, with meat"
32400220,32400200,"Egg white, omelet, scrambled, or fried, with meat"
32400310,32400300,"Egg white, omelet, scrambled, or fried, with vegetables"
32400320,32400300,"Egg white, omelet, scrambled, or fried, with vegetables"
32400410,32400400,"Egg white, omelet, scrambled, or fried, with cheese and meat"
32400420,32400400,"Egg white, omelet, scrambled, or fried, with cheese and meat"
32400510,32400500,"Egg white, omelet, scrambled, or fried, with cheese and vegetables"
32400520,32400500,"Egg white, omelet, scrambled, or fried, with cheese and vegetables"
32400610,32400600,"Egg white, omelet, scrambled, or fried, with meat and vegetables"
32400620,32400600,"Egg white, omelet, scrambled, or fried, with meat and vegetables"
32400710,32400700,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables"
32400720,32400700,"Egg white, omelet, scrambled, or fried, with cheese, meat, and vegetables"
33000990,33001010,"Egg substitute, omelet, scrambled, or fried, fat added"
33001000,33001010,"Egg substitute, omelet, scrambled, or fried, fat added"
33001020,33001010,"Egg substitute, omelet, scrambled, or fried, fat added"
33001035,33001010,"Egg substitute, omelet, scrambled, or fried, fat added"
33001040,33001050,"Egg substitute, omelet, scrambled, or fried, no added fat"
33401010,33401000,"Egg substitute, omelet, scrambled, or fried, with cheese"
33401020,33401000,"Egg substitute, omelet, scrambled, or fried, with cheese"
33401110,33401100,"Egg substitute, omelet, scrambled, or fried, with meat"
33401120,33401100,"Egg substitute, omelet, scrambled, or fried, with meat"
33401210,33401200,"Egg substitute, omelet, scrambled, or fried, with vegetables"
33401220,33401200,"Egg substitute, omelet, scrambled, or fried, with vegetables"
33401310,33401300,"Egg substitute, omelet, scrambled, or fried, with cheese and meat"
33401320,33401300,"Egg substitute, omelet, scrambled, or fried, with cheese and meat"
33401410,33401400,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables"
33401420,33401400,"Egg substitute, omelet, scrambled, or fried, with cheese and vegetables"
33401510,33401500,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables"
33401520,33401500,"Egg substitute, omelet, scrambled, or fried, with meat and vegetables"
33401610,33401600,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables"
33401620,33401600,"Egg substitute, omelet, scrambled, or fried, with cheese, meat, and vegetables"
41101000,41101010,"Beans, from dried, NS as to type, fat added"
41101050,41101060,"Beans, from canned, NS as to type, fat added"
41101100,41101110,"White beans, from dried, fat added"
41101111,41101110,"White beans, from dried, fat added"
41101112,41101110,"White beans, from dried, fat added"
41101113,41101110,"White beans, from dried, fat added"
41101150,41101140,"White beans, from canned, fat added"
41101200,41101210,"White beans, from canned, reduced sodium"
41101220,41101210,"White beans, from canned, reduced sodium"
41102000,41102010,"Black beans, from dried, fat added"
41102011,41102010,"Black beans, from dried, fat added"
41102012,41102010,"Black beans, from dried, fat added"
41102013,41102010,"Black beans, from dried, fat added"
41102030,41102040,"Black beans, from canned, fat added"
41102050,41102040,"Black beans, from canned, fat added"
41102060,41102040,"Black beans, from canned, fat added"
41102070,41102040,"Black beans, from canned, fat added"
41102100,41102110,"Black beans, from canned, reduced sodium"
41102120,41102110,"Black beans, from canned, reduced sodium"
41102200,41102210,"Fava beans, cooked"
41102220,41102210,"Fava beans, cooked"
41102260,41102210,"Fava beans, cooked"
41103000,41103010,"Lima beans, from dried"
41103011,41103010,"Lima beans, from dried"
41103012,41103010,"Lima beans, from dried"
41103013,41103010,"Lima beans, from dried"
41103020,41103010,"Lima beans, from dried"
41103050,41103070,"Pink beans, cooked"
41103060,41103070,"Pink beans, cooked"
41103090,41103070,"Pink beans, cooked"
41103100,41103070,"Pink beans, cooked"
41104000,41104010,"Pinto beans, from dried, fat added"
41104011,41104010,"Pinto beans, from dried, fat added"
41104012,41104010,"Pinto beans, from dried, fat added"
41104013,41104010,"Pinto beans, from dried, fat added"
41104030,41104040,"Pinto beans, from canned, fat added"
41104050,41104040,"Pinto beans, from canned, fat added"
41104060,41104040,"Pinto beans, from canned, fat added"
41104070,41104040,"Pinto beans, from canned, fat added"
41104100,41104110,"Pinto beans, from canned, reduced sodium"
41104120,41104110,"Pinto beans, from canned, reduced sodium"
41106000,41106010,"Kidney beans, from dried, fat added"
41106011,41106010,"Kidney beans, from dried, fat added"
41106012,41106010,"Kidney beans, from dried, fat added"
41106013,41106010,"Kidney beans, from dried, fat added"
41106050,41106040,"Kidney beans, from canned, fat added"
41106100,41106110,"Kidney beans, from canned, reduced sodium"
41106120,41106110,"Kidney beans, from canned, reduced sodium"
41106500,41106510,"Peruvian beans, from dried"
41106511,41106510,"Peruvian beans, from dried"
41106512,41106510,"Peruvian beans, from dried"
41106513,41106510,"Peruvian beans, from dried"
41106520,41106510,"Peruvian beans, from dried"
41107000,41107010,"Soybeans, cooked"
41107020,41107010,"Soybeans, cooked"
41108000,41108010,"Mung beans, cooked"
41108020,41108010,"Mung beans, cooked"
41108030,41108010,"Mung beans, cooked"
41202020,41201010,Baked beans
41202500,41202510,"Beans and tomatoes, fat added"
41204020,41201010,Baked beans
41205011,41205010,Refried beans
41205012,41205010,Refried beans
41205013,41205010,Refried beans
41205015,41205010,Refried beans
41205016,41205010,Refried beans
41301000,41301010,"Blackeyed peas, from dried"
41301020,41301010,"Blackeyed peas, from dried"
41302000,41302010,"Chickpeas, from dried, fat added"
41302011,41302010,"Chickpeas, from dried, fat added"
41302012,41302010,"Chickpeas, from dried, fat added"
41302013,41302010,"Chickpeas, from dried, fat added"
41302030,41302040,"Chickpeas, from canned, fat added"
41302050,41302040,"Chickpeas, from canned, fat added"
41302100,41302110,"Chickpeas, from canned, reduced sodium"
41302120,41302110,"Chickpeas, from canned, reduced sodium"
41303011,41303010,"Split peas, from dried, fat added"
41303012,41303010,"Split peas, from dried, fat added"
41303013,41303010,"Split peas, from dried, fat added"
41303020,41303010,"Split peas, from dried, fat added"
41304030,41208100,"Beans with meat, NS as to type"
41304130,41208100,"Beans with meat, NS as to type"
41304980,41304990,"Lentils, from dried, fat added"
41304991,41304990,"Lentils, from dried, fat added"
41304992,41304990,"Lentils, from dried, fat added"
41304993,41304990,"Lentils, from dried, fat added"
41306000,41210000,Bean cake
41480000,41480020,"Frozen dessert, non-dairy"
41480010,41480020,"Frozen dessert, non-dairy"
42116050,42116000,"Walnuts, excluding honey roasted"
52101050,52101040,Crumpet
52101100,52104010,"Biscuit, home recipe"
53112000,53112100,Ice cream cake
53520500,53520510,Beignet
53520600,53521110,"Doughnut, yeast type"
53520700,53521110,"Doughnut, yeast type"
53521100,53521130,"Doughnut, yeast type, with chocolate icing"
53521120,53520120,"Doughnut, chocolate"
53521220,53521210,"Doughnut, custard-filled"
55502000,28520010,"Gravy, NFS"
56205200,41480020,"Frozen dessert, non-dairy"
56205230,41480020,"Frozen dessert, non-dairy"
56205240,41480020,"Frozen dessert, non-dairy"
58103200,58103250,"Tamale, plain, meatless, no sauce, Mexican style"
58149160,58149110,Noodle pudding
58157110,13210410,"Pudding, rice"
58157210,13210410,"Pudding, rice"
58160130,58160132,"Beans and rice, with meat"
58160135,58160132,"Beans and rice, with meat"
58160140,58160132,"Beans and rice, with meat"
58161325,58160120,"Beans and rice, with tomatoes"
61101220,61101200,"Grapefruit, canned"
61101230,61101200,"Grapefruit, canned"
61119020,61122320,"Orange, canned, juice pack"
61122350,61122300,"Orange, canned, NFS"
61125000,61125010,"Tangerine, raw"
62101000,62101050,"Fruit mixture, dried"
62101200,62101100,"Apple, dried"
62101220,62101100,"Apple, dried"
62101230,62101100,"Apple, dried"
62101300,62101100,"Apple, dried"
62104200,62101100,"Apple, dried"
62104220,62101100,"Apple, dried"
62104230,62101100,"Apple, dried"
62113200,62113100,"Fig, dried"
62113220,62113100,"Fig, dried"
62113230,62113100,"Fig, dried"
62116200,62116100,"Peach, dried"
62116220,62116100,"Peach, dried"
62116230,62116100,"Peach, dried"
62119200,62119100,"Pear, dried"
62119220,62119100,"Pear, dried"
62119230,62119100,"Pear, dried"
62121100,62122100,"Prune, dried"
62122200,62122100,"Prune, dried"
62122220,62122100,"Prune, dried"
62122230,62122100,"Prune, dried"
62125110,62125100,Raisins
63101130,63101110,"Applesauce, regular"
63101320,63101310,"Apple, baked"
63101330,63101310,"Apple, baked"
63101410,63101310,"Apple, baked"
63101420,63100110,"Fruit, pickled"
63101500,63101310,"Apple, baked"
63103120,63103110,"Apricot, canned"
63103130,63103110,"Apricot, canned"
63103140,63103110,"Apricot, canned"
63103150,63103110,"Apricot, canned"
63103170,63103110,"Apricot, canned"
63107110,63107410,"Banana, fried"
63107210,63107410,"Banana, fried"
63107310,63107410,"Banana, fried"
63109610,63109010,"Cantaloupe, raw"
63113010,63115010,"Cherries, raw"
63113110,63115110,"Cherries, canned"
63115120,63115110,"Cherries, canned"
63115130,63115110,"Cherries, canned"
63115140,63115110,"Cherries, canned"
63115150,63115110,"Cherries, canned"
63115170,63115110,"Cherries, canned"
63119120,63119110,"Fig, canned"
63119130,63119110,"Fig, canned"
63119140,63119110,"Fig, canned"
63123010,63123000,"Grapes, raw"
63123020,63123000,"Grapes, raw"
63127610,63127010,"Honeydew melon, raw"
63129020,63100110,"Fruit, pickled"
63135120,63135170,"Peach, canned, juice pack"
63135130,63135140,"Peach, canned, in syrup"
63135150,63135110,"Peach, canned, NFS"
63135610,63135620,"Peach, frozen"
63135630,63135620,"Peach, frozen"
63135650,63100110,"Fruit, pickled"
63137120,63137170,"Pear, canned, juice pack"
63137130,63137140,"Pear, canned, in syrup"
63137150,63137110,"Pear, canned, NFS"
63141120,63141170,"Pineapple, canned, juice pack"
63141130,63141140,"Pineapple, canned, in syrup"
63141150,63141110,"Pineapple, canned, NFS"
63143120,63143110,"Plum, canned"
63143130,63143110,"Plum, canned"
63143140,63143110,"Plum, canned"
63143150,63143110,"Plum, canned"
63143170,63143110,"Plum, canned"
63143650,63100110,"Fruit, pickled"
63147010,63147110,Rhubarb
63147120,63147110,Rhubarb
63147130,63147110,Rhubarb
63147140,63147110,Rhubarb
63147150,63147110,Rhubarb
63147600,63147110,Rhubarb
63147620,63147110,Rhubarb
63200200,63200100,"Berries, NFS"
63201800,63201600,"Blackberries, frozen"
63203550,63203600,"Blueberries, frozen"
63203570,63203600,"Blueberries, frozen"
63205010,63201010,"Blackberries, raw"
63205600,63201600,"Blackberries, frozen"
63207000,62109100,"Cranberries, dried"
63208000,63201010,"Blackberries, raw"
63215010,63201010,"Blackberries, raw"
63215600,63201600,"Blackberries, frozen"
63219010,63219000,"Raspberries, raw"
63219020,63219000,"Raspberries, raw"
63219110,63219000,"Raspberries, raw"
63219120,63219000,"Raspberries, raw"
63219130,63219000,"Raspberries, raw"
63219600,63219610,"Raspberries, frozen"
63219620,63219610,"Raspberries, frozen"
63223120,63223110,"Strawberries, canned"
63223130,63223110,"Strawberries, canned"
63223600,63223610,"Strawberries, frozen"
63223620,63223610,"Strawberries, frozen"
63224000,63201010,"Blackberries, raw"
63311080,63311180,"Fruit mixture, frozen"
63311120,63311170,"Fruit cocktail, canned, juice pack"
63311130,63311140,"Fruit cocktail, canned, in syrup"
63311145,63311140,"Fruit cocktail, canned, in syrup"
63311150,63311110,"Fruit cocktail, canned, NFS"
63401990,63401070,"Fruit, chocolate covered"
63420100,63420105,Frozen fruit juice bar
63420110,63420105,Frozen fruit juice bar
63420200,63420205,"Frozen fruit juice bar, no sugar added"
63430100,63430150,Sorbet
63430110,63430150,Sorbet
63430500,63420105,Frozen fruit juice bar
71901010,71900100,"Plantain, cooked, no added fat"
71901110,71900200,"Plantain, cooked with oil"
71905010,71900100,"Plantain, cooked, no added fat"
71905110,71900200,"Plantain, cooked with oil"
71905120,71900200,"Plantain, cooked with oil"
71910310,63100110,"Fruit, pickled"
71930090,71930120,"Cassava, cooked"
71930100,71930120,"Cassava, cooked"
71930130,71930120,"Cassava, cooked"
71930140,71930120,"Cassava, cooked"
71930150,71930120,"Cassava, cooked"
71962010,71962020,"Dasheen, cooked"
72101200,72101220,"Beet greens, cooked"
72101210,72101220,"Beet greens, cooked"
72101230,72101220,"Beet greens, cooked"
72101240,72101220,"Beet greens, cooked"
72101250,72101220,"Beet greens, cooked"
72103010,72103030,"Broccoli raab, cooked"
72103020,72103030,"Broccoli raab, cooked"
72103040,72103030,"Broccoli raab, cooked"
72103050,72103030,"Broccoli raab, cooked"
72103060,72103030,"Broccoli raab, cooked"
72104200,72104220,"Chard, cooked"
72104210,72104220,"Chard, cooked"
72104230,72104220,"Chard, cooked"
72104240,72104220,"Chard, cooked"
72104250,72104220,"Chard, cooked"
72107200,72107220,"Collards, NS as to form, cooked"
72107201,72107221,"Collards, fresh, cooked, fat added, NS as to fat type"
72107202,72107222,"Collards, frozen, cooked, fat added, NS as to fat type"
72107203,72107223,"Collards, canned, cooked, fat added, NS as to fat type"
72107210,72107220,"Collards, NS as to form, cooked"
72107224,72107220,"Collards, NS as to form, cooked"
72107225,72107220,"Collards, NS as to form, cooked"
72107226,72107220,"Collards, NS as to form, cooked"
72107229,72107228,"Collards, fresh, cooked with butter or margarine"
72107232,72107231,"Collards, frozen, cooked with butter or margarine"
72107235,72107234,"Collards, canned, cooked with butter or margarine"
72110200,72110221,"Cress, cooked"
72110201,72110221,"Cress, cooked"
72110203,72110221,"Cress, cooked"
72110210,72110221,"Cress, cooked"
72110211,72110221,"Cress, cooked"
72110213,72110221,"Cress, cooked"
72110220,72110221,"Cress, cooked"
72110223,72110221,"Cress, cooked"
72110230,72110221,"Cress, cooked"
72110231,72110221,"Cress, cooked"
72110232,72110221,"Cress, cooked"
72110233,72110221,"Cress, cooked"
72110234,72110221,"Cress, cooked"
72110235,72110221,"Cress, cooked"
72110236,72110221,"Cress, cooked"
72110237,72110221,"Cress, cooked"
72110238,72110221,"Cress, cooked"
72113200,72113220,"Dandelion greens, cooked"
72113210,72113220,"Dandelion greens, cooked"
72113230,72113220,"Dandelion greens, cooked"
72113240,72113220,"Dandelion greens, cooked"
72113250,72113220,"Dandelion greens, cooked"
72116200,72116220,"Escarole, cooked"
72116210,72116220,"Escarole, cooked"
72116221,72116220,"Escarole, cooked"
72116222,72116220,"Escarole, cooked"
72116223,72116220,"Escarole, cooked"
72118200,72118220,"Greens, NS as to form, cooked"
72118201,72118221,"Greens, fresh, cooked, fat added"
72118202,72118222,"Greens, frozen, cooked, fat added"
72118203,72118223,"Greens, canned, cooked, fat added"
72118210,72118220,"Greens, NS as to form, cooked"
72118224,72118220,"Greens, NS as to form, cooked"
72118225,72118220,"Greens, NS as to form, cooked"
72118226,72118220,"Greens, NS as to form, cooked"
72118227,72118221,"Greens, fresh, cooked, fat added"
72118228,72118221,"Greens, fresh, cooked, fat added"
72118229,72118221,"Greens, fresh, cooked, fat added"
72118230,72118222,"Greens, frozen, cooked, fat added"
72118231,72118222,"Greens, frozen, cooked, fat added"
72118232,72118222,"Greens, frozen, cooked, fat added"
72118233,72118223,"Greens, canned, cooked, fat added"
72118234,72118223,"Greens, canned, cooked, fat added"
72118235,72118223,"Greens, canned, cooked, fat added"
72118300,72118310,"Chamnamul, cooked"
72118305,72118310,"Chamnamul, cooked"
72119200,72119220,"Kale, NS as to form, cooked"
72119201,72119221,"Kale, fresh, cooked, fat added"
72119202,72119222,"Kale, frozen, cooked, fat added"
72119203,72119223,"Kale, canned, cooked, fat added"
72119210,72119220,"Kale, NS as to form, cooked"
72119224,72119220,"Kale, NS as to form, cooked"
72119225,72119220,"Kale, NS as to form, cooked"
72119226,72119220,"Kale, NS as to form, cooked"
72119227,72119221,"Kale, fresh, cooked, fat added"
72119228,72119221,"Kale, fresh, cooked, fat added"
72119229,72119221,"Kale, fresh, cooked, fat added"
72119230,72119222,"Kale, frozen, cooked, fat added"
72119231,72119222,"Kale, frozen, cooked, fat added"
72119232,72119222,"Kale, frozen, cooked, fat added"
72119233,72119223,"Kale, canned, cooked, fat added"
72119234,72119223,"Kale, canned, cooked, fat added"
72119235,72119223,"Kale, canned, cooked, fat added"
72120200,72120220,"Lambsquarter, cooked"
72120210,72120220,"Lambsquarter, cooked"
72120230,72120220,"Lambsquarter, cooked"
72120240,72120220,"Lambsquarter, cooked"
72120250,72120220,"Lambsquarter, cooked"
72121209,72121211,"Mustard cabbage, cooked"
72121210,72121211,"Mustard cabbage, cooked"
72122200,72122220,"Mustard greens, NS as to form, cooked"
72122201,72122221,"Mustard greens, fresh, cooked, fat added"
72122202,72122222,"Mustard greens, frozen, cooked, fat added"
72122203,72122223,"Mustard greens, canned, cooked, fat added"
72122210,72122220,"Mustard greens, NS as to form, cooked"
72122224,72122220,"Mustard greens, NS as to form, cooked"
72122225,72122220,"Mustard greens, NS as to form, cooked"
72122226,72122220,"Mustard greens, NS as to form, cooked"
72122227,72122221,"Mustard greens, fresh, cooked, fat added"
72122228,72122221,"Mustard greens, fresh, cooked, fat added"
72122229,72122221,"Mustard greens, fresh, cooked, fat added"
72122230,72122222,"Mustard greens, frozen, cooked, fat added"
72122231,72122222,"Mustard greens, frozen, cooked, fat added"
72122232,72122222,"Mustard greens, frozen, cooked, fat added"
72122233,72122223,"Mustard greens, canned, cooked, fat added"
72122234,72122223,"Mustard greens, canned, cooked, fat added"
72122235,72122223,"Mustard greens, canned, cooked, fat added"
72123000,72123020,"Poke greens, cooked"
72123010,72123020,"Poke greens, cooked"
72123030,72123020,"Poke greens, cooked"
72123040,72123020,"Poke greens, cooked"
72123050,72123020,"Poke greens, cooked"
72125200,72125220,"Spinach, NS as to form, cooked"
72125201,72125221,"Spinach, fresh, cooked, fat added, NS as to fat type"
72125202,72125222,"Spinach, frozen, cooked, fat added, NS as to fat type"
72125203,72125223,"Spinach, canned, cooked, fat added, NS as to fat type"
72125210,72125220,"Spinach, NS as to form, cooked"
72125214,72125220,"Spinach, NS as to form, cooked"
72125215,72125220,"Spinach, NS as to form, cooked"
72125216,72125220,"Spinach, NS as to form, cooked"
72125219,72125218,"Spinach, fresh, cooked with butter or margarine"
72125226,72125225,"Spinach, frozen, cooked with butter or margarine"
72125229,72125228,"Spinach, canned, cooked with butter or margarine"
72125231,72125230,"Spinach, creamed"
72125232,72125230,"Spinach, creamed"
72125233,72125230,"Spinach, creamed"
72125999,72126001,"Taro leaves, cooked"
72126000,72126001,"Taro leaves, cooked"
72126999,72127001,"Thistle leaves, cooked"
72127000,72127001,"Thistle leaves, cooked"
72128200,72128221,"Turnip greens, fresh, cooked, fat added"
72128201,72128221,"Turnip greens, fresh, cooked, fat added"
72128202,72128222,"Turnip greens, frozen, cooked, fat added"
72128203,72128223,"Turnip greens, canned, cooked, fat added"
72128210,72128211,"Turnip greens, fresh, cooked, no added fat"
72128224,72128221,"Turnip greens, fresh, cooked, fat added"
72128225,72128221,"Turnip greens, fresh, cooked, fat added"
72128226,72128221,"Turnip greens, fresh, cooked, fat added"
72128227,72128221,"Turnip greens, fresh, cooked, fat added"
72128228,72128221,"Turnip greens, fresh, cooked, fat added"
72128229,72128221,"Turnip greens, fresh, cooked, fat added"
72128230,72128222,"Turnip greens, frozen, cooked, fat added"
72128231,72128222,"Turnip greens, frozen, cooked, fat added"
72128232,72128222,"Turnip greens, frozen, cooked, fat added"
72128233,72128223,"Turnip greens, canned, cooked, fat added"
72128234,72128223,"Turnip greens, canned, cooked, fat added"
72128235,72128223,"Turnip greens, canned, cooked, fat added"
72128236,72128238,"Turnip greens, canned, reduced sodium, cooked, fat added"
72130199,72130201,"Watercress, cooked"
72130200,72130201,"Watercress, cooked"
72132199,72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked"
72132200,72132201,"Bitter melon, horseradish, jute, or radish leaves, cooked"
72133199,72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
72133200,72133201,"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked"
72201200,72201220,"Broccoli, NS as to form, cooked"
72201201,72201221,"Broccoli, fresh, cooked, fat added, NS as to fat type"
72201202,72201222,"Broccoli, frozen, cooked, fat added, NS as to fat type"
72201210,72201220,"Broccoli, NS as to form, cooked"
72201213,72201220,"Broccoli, NS as to form, cooked"
72201214,72201220,"Broccoli, NS as to form, cooked"
72201215,72201220,"Broccoli, NS as to form, cooked"
72201225,72201224,"Broccoli, fresh, cooked with butter or margarine"
72201228,72201227,"Broccoli, frozen, cooked with butter or margarine"
72203010,72203070,"Broccoli, Chinese, cooked"
72203020,72203070,"Broccoli, Chinese, cooked"
72203030,72203070,"Broccoli, Chinese, cooked"
72203040,72203070,"Broccoli, Chinese, cooked"
72203050,72203070,"Broccoli, Chinese, cooked"
72203060,72203070,"Broccoli, Chinese, cooked"
72203080,72203070,"Broccoli, Chinese, cooked"
72203090,72203070,"Broccoli, Chinese, cooked"
72203100,72203070,"Broccoli, Chinese, cooked"
72203110,72203070,"Broccoli, Chinese, cooked"
72203120,72203070,"Broccoli, Chinese, cooked"
72203130,72203070,"Broccoli, Chinese, cooked"
72203140,72203070,"Broccoli, Chinese, cooked"
72203150,72203070,"Broccoli, Chinese, cooked"
72203160,72203070,"Broccoli, Chinese, cooked"
72203170,72203070,"Broccoli, Chinese, cooked"
72203180,72203070,"Broccoli, Chinese, cooked"
73102200,73102220,"Carrots, NS as to form, cooked"
73102201,73102221,"Carrots, fresh, cooked, fat added, NS as to fat type"
73102202,73102222,"Carrots, frozen, cooked, fat added, NS as to fat type"
73102203,73102223,"Carrots, canned, cooked, fat added, NS as to fat type"
73102210,73102220,"Carrots, NS as to form, cooked"
73102214,73102220,"Carrots, NS as to form, cooked"
73102215,73102220,"Carrots, NS as to form, cooked"
73102216,73102220,"Carrots, NS as to form, cooked"
73102219,73102218,"Carrots, fresh, cooked with butter or margarine"
73102226,73102225,"Carrots, frozen, cooked with butter or margarine"
73102229,73102228,"Carrots, canned, cooked with butter or margarine"
73102240,73102241,"Carrots, glazed, cooked"
73102242,73102241,"Carrots, glazed, cooked"
73102243,73102241,"Carrots, glazed, cooked"
73103000,73103020,"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type"
73103023,73103022,"Carrots, canned, reduced sodium, cooked with butter or margarine"
73111200,73111220,"Peas and carrots, cooked, NS as to form"
73111201,73111221,"Peas and carrots, fresh, cooked, fat added"
73111202,73111222,"Peas and carrots, frozen, cooked, fat added"
73111203,73111223,"Peas and carrots, canned, cooked, fat added"
73111210,73111220,"Peas and carrots, cooked, NS as to form"
73111224,73111220,"Peas and carrots, cooked, NS as to form"
73111225,73111220,"Peas and carrots, cooked, NS as to form"
73111226,73111220,"Peas and carrots, cooked, NS as to form"
73111227,73111221,"Peas and carrots, fresh, cooked, fat added"
73111228,73111221,"Peas and carrots, fresh, cooked, fat added"
73111229,73111221,"Peas and carrots, fresh, cooked, fat added"
73111230,73111222,"Peas and carrots, frozen, cooked, fat added"
73111231,73111222,"Peas and carrots, frozen, cooked, fat added"
73111232,73111222,"Peas and carrots, frozen, cooked, fat added"
73111233,73111223,"Peas and carrots, canned, cooked, fat added"
73111234,73111223,"Peas and carrots, canned, cooked, fat added"
73111235,73111223,"Peas and carrots, canned, cooked, fat added"
73201000,73201020,"Pumpkin, cooked"
73201001,73201020,"Pumpkin, cooked"
73201002,73201020,"Pumpkin, cooked"
73201003,73201013,"Pumpkin, canned, cooked"
73201010,73201020,"Pumpkin, cooked"
73201011,73201020,"Pumpkin, cooked"
73201012,73201020,"Pumpkin, cooked"
73201021,73201020,"Pumpkin, cooked"
73201022,73201020,"Pumpkin, cooked"
73201023,73201013,"Pumpkin, canned, cooked"
73201024,73201020,"Pumpkin, cooked"
73201025,73201020,"Pumpkin, cooked"
