DRXFDCD,foodcode,food_description
73201026,73201020,"Pumpkin, cooked"
73201027,73201020,"Pumpkin, cooked"
73201028,73201020,"Pumpkin, cooked"
73201029,73201020,"Pumpkin, cooked"
73201030,73201020,"Pumpkin, cooked"
73201031,73201020,"Pumpkin, cooked"
73201032,73201020,"Pumpkin, cooked"
73201033,73201013,"Pumpkin, canned, cooked"
73201034,73201013,"Pumpkin, canned, cooked"
73201035,73201013,"Pumpkin, canned, cooked"
73301000,73303020,"Winter squash, cooked, fat added"
73301010,73303010,"Winter squash, cooked, no added fat"
73301020,73303020,"Winter squash, cooked, fat added"
73301030,73303020,"Winter squash, cooked, fat added"
73303000,73303020,"Winter squash, cooked, fat added"
73303021,73303020,"Winter squash, cooked, fat added"
73303022,73303020,"Winter squash, cooked, fat added"
73303023,73303020,"Winter squash, cooked, fat added"
73303030,73303020,"Winter squash, cooked, fat added"
73303040,73303010,"Winter squash, cooked, no added fat"
74202010,74201000,"Tomatoes, NS as to form, cooked"
74202011,74201001,"Tomatoes, fresh, cooked"
74202050,74205010,Fried green tomatoes
74202051,74205010,Fried green tomatoes
74203011,74203010,"Tomatoes, scalloped"
74204010,74201000,"Tomatoes, NS as to form, cooked"
74204011,74201001,"Tomatoes, fresh, cooked"
74204013,74201003,"Tomatoes, canned, cooked"
75113070,75113000,"Lettuce, raw"
75200100,75311020,"Classic mixed vegetables, NS as to form, cooked"
75200110,75311020,"Classic mixed vegetables, NS as to form, cooked"
75200120,75311020,"Classic mixed vegetables, NS as to form, cooked"
75200121,75311020,"Classic mixed vegetables, NS as to form, cooked"
75200122,75311020,"Classic mixed vegetables, NS as to form, cooked"
75200123,75311020,"Classic mixed vegetables, NS as to form, cooked"
75201000,75201020,"Artichokes, NS as to form, cooked"
75201001,75201021,"Artichoke, fresh, cooked, fat added"
75201002,75201022,"Artichoke, frozen, cooked, fat added"
75201003,75201023,"Artichoke, canned, cooked, fat added"
75201010,75201020,"Artichokes, NS as to form, cooked"
75201031,75201020,"Artichokes, NS as to form, cooked"
75201032,75201020,"Artichokes, NS as to form, cooked"
75201033,75201020,"Artichokes, NS as to form, cooked"
75201034,75201021,"Artichoke, fresh, cooked, fat added"
75201035,75201021,"Artichoke, fresh, cooked, fat added"
75201036,75201021,"Artichoke, fresh, cooked, fat added"
75201037,75201023,"Artichoke, canned, cooked, fat added"
75201038,75201023,"Artichoke, canned, cooked, fat added"
75201039,75201023,"Artichoke, canned, cooked, fat added"
75201040,75201022,"Artichoke, frozen, cooked, fat added"
75201041,75201022,"Artichoke, frozen, cooked, fat added"
75201042,75201022,"Artichoke, frozen, cooked, fat added"
75202000,75202020,"Asparagus, NS as to form, cooked"
75202001,75202021,"Asparagus, fresh, cooked, fat added, NS as to fat type"
75202002,75202022,"Asparagus, frozen, cooked, fat added, NS as to fat type"
75202003,75202023,"Asparagus, canned, cooked, fat added, NS as to fat type"
75202010,75202020,"Asparagus, NS as to form, cooked"
75202024,75202020,"Asparagus, NS as to form, cooked"
75202025,75202020,"Asparagus, NS as to form, cooked"
75202026,75202020,"Asparagus, NS as to form, cooked"
75202029,75202028,"Asparagus, fresh, cooked with butter or margarine"
75202033,75202032,"Asparagus, frozen, cooked with butter or margarine"
75202036,75202035,"Asparagus, canned, cooked with butter or margarine"
75203000,75203028,"Bamboo shoots, cooked"
75203020,75203028,"Bamboo shoots, cooked"
75204000,41102990,"Lima beans, NFS"
75204001,41102990,"Lima beans, NFS"
75204002,75204022,"Lima beans, from frozen, fat added"
75204003,75204023,"Lima beans, from canned"
75204010,41102990,"Lima beans, NFS"
75204011,41102990,"Lima beans, NFS"
75204013,75204023,"Lima beans, from canned"
75204020,41102990,"Lima beans, NFS"
75204021,41102990,"Lima beans, NFS"
75204024,41102990,"Lima beans, NFS"
75204025,41102990,"Lima beans, NFS"
75204026,41102990,"Lima beans, NFS"
75204027,41102990,"Lima beans, NFS"
75204028,41102990,"Lima beans, NFS"
75204029,41102990,"Lima beans, NFS"
75204030,75204022,"Lima beans, from frozen, fat added"
75204031,75204022,"Lima beans, from frozen, fat added"
75204032,75204022,"Lima beans, from frozen, fat added"
75204033,75204023,"Lima beans, from canned"
75204034,75204023,"Lima beans, from canned"
75204035,75204023,"Lima beans, from canned"
75204960,75205030,"Green beans, NS as to form, cooked"
75204961,75205030,"Green beans, NS as to form, cooked"
75204962,75205030,"Green beans, NS as to form, cooked"
75204963,75205044,"Green beans, fresh, cooked with oil"
75204964,75205045,"Green beans, fresh, cooked with butter or margarine"
75204965,75205045,"Green beans, fresh, cooked with butter or margarine"
75204966,75205047,"Green beans, frozen, cooked with oil"
75204967,75205048,"Green beans, frozen, cooked with butter or margarine"
75204968,75205048,"Green beans, frozen, cooked with butter or margarine"
75204969,75205050,"Green beans, canned, cooked with oil"
75204970,75205051,"Green beans, canned, cooked with butter or margarine"
75204971,75205051,"Green beans, canned, cooked with butter or margarine"
75204980,75205030,"Green beans, NS as to form, cooked"
75204981,75205031,"Green beans, fresh, cooked, fat added, NS as to fat type"
75204982,75205032,"Green beans, frozen, cooked, fat added, NS as to fat type"
75204983,75205033,"Green beans, canned, cooked, fat added, NS as to fat type"
75204990,75205030,"Green beans, NS as to form, cooked"
75204991,75205021,"Green beans, fresh, cooked, no added fat"
75204992,75205022,"Green beans, frozen, cooked, no added fat"
75204993,75205023,"Green beans, canned, cooked, no added fat"
75205000,75205030,"Green beans, NS as to form, cooked"
75205001,75205031,"Green beans, fresh, cooked, fat added, NS as to fat type"
75205002,75205032,"Green beans, frozen, cooked, fat added, NS as to fat type"
75205003,75205033,"Green beans, canned, cooked, fat added, NS as to fat type"
75205010,75205030,"Green beans, NS as to form, cooked"
75205011,75205031,"Green beans, fresh, cooked, fat added, NS as to fat type"
75205012,75205032,"Green beans, frozen, cooked, fat added, NS as to fat type"
75205013,75205033,"Green beans, canned, cooked, fat added, NS as to fat type"
75205020,75205030,"Green beans, NS as to form, cooked"
75205041,75205030,"Green beans, NS as to form, cooked"
75205042,75205030,"Green beans, NS as to form, cooked"
75205043,75205030,"Green beans, NS as to form, cooked"
75205046,75205045,"Green beans, fresh, cooked with butter or margarine"
75205049,75205048,"Green beans, frozen, cooked with butter or margarine"
75205052,75205051,"Green beans, canned, cooked with butter or margarine"
75205110,75205130,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type"
75205133,75205132,"Green beans, canned, reduced sodium, cooked with butter or margarine"
75206000,75206020,"Yellow string beans, cooked"
75206001,75206020,"Yellow string beans, cooked"
75206002,75206020,"Yellow string beans, cooked"
75206003,75206020,"Yellow string beans, cooked"
75206010,75206020,"Yellow string beans, cooked"
75206011,75206020,"Yellow string beans, cooked"
75206012,75206020,"Yellow string beans, cooked"
75206013,75206020,"Yellow string beans, cooked"
75206021,75206020,"Yellow string beans, cooked"
75206022,75206020,"Yellow string beans, cooked"
75206023,75206020,"Yellow string beans, cooked"
75206030,75206020,"Yellow string beans, cooked"
75206031,75206020,"Yellow string beans, cooked"
75206032,75206020,"Yellow string beans, cooked"
75206033,75206020,"Yellow string beans, cooked"
75206034,75206020,"Yellow string beans, cooked"
75206035,75206020,"Yellow string beans, cooked"
75206036,75206020,"Yellow string beans, cooked"
75206037,75206020,"Yellow string beans, cooked"
75206038,75206020,"Yellow string beans, cooked"
75206039,75206020,"Yellow string beans, cooked"
75206040,75206020,"Yellow string beans, cooked"
75206041,75206020,"Yellow string beans, cooked"
75207000,75207021,"Bean sprouts, cooked"
75207001,75207021,"Bean sprouts, cooked"
75207010,75207021,"Bean sprouts, cooked"
75207011,75207021,"Bean sprouts, cooked"
75207020,75207021,"Bean sprouts, cooked"
75208000,75208020,"Beets, NS as to form, cooked"
75208001,75208021,"Beets, fresh, cooked, fat added"
75208003,75208023,"Beets, canned, cooked, fat added"
75208010,75208020,"Beets, NS as to form, cooked"
75208100,75208110,"Beets, canned, reduced sodium, cooked"
75208111,75208110,"Beets, canned, reduced sodium, cooked"
75208112,75208110,"Beets, canned, reduced sodium, cooked"
75208113,75208110,"Beets, canned, reduced sodium, cooked"
75208120,75208110,"Beets, canned, reduced sodium, cooked"
75208121,75208020,"Beets, NS as to form, cooked"
75208122,75208020,"Beets, NS as to form, cooked"
75208123,75208020,"Beets, NS as to form, cooked"
75208124,75208021,"Beets, fresh, cooked, fat added"
75208125,75208021,"Beets, fresh, cooked, fat added"
75208126,75208021,"Beets, fresh, cooked, fat added"
75208130,75208023,"Beets, canned, cooked, fat added"
75208131,75208023,"Beets, canned, cooked, fat added"
75208132,75208023,"Beets, canned, cooked, fat added"
75208290,75208310,"Bitter melon, cooked"
75208300,75208310,"Bitter melon, cooked"
75208499,75208501,"Breadfruit, cooked"
75208500,75208501,"Breadfruit, cooked"
75208520,75208501,"Breadfruit, cooked"
75208700,75208720,"Broccoflower, cooked"
75208710,75208720,"Broccoflower, cooked"
75208730,75208720,"Broccoflower, cooked"
75208740,75208720,"Broccoflower, cooked"
75208750,75208720,"Broccoflower, cooked"
75209000,75209020,"Brussels sprouts, NS as to form, cooked"
75209001,75209021,"Brussels sprouts, fresh, cooked, fat added"
75209002,75209022,"Brussels sprouts, frozen, cooked, fat added"
75209010,75209020,"Brussels sprouts, NS as to form, cooked"
75209030,75209020,"Brussels sprouts, NS as to form, cooked"
75209031,75209020,"Brussels sprouts, NS as to form, cooked"
75209032,75209020,"Brussels sprouts, NS as to form, cooked"
75209040,75209021,"Brussels sprouts, fresh, cooked, fat added"
75209041,75209021,"Brussels sprouts, fresh, cooked, fat added"
75209042,75209021,"Brussels sprouts, fresh, cooked, fat added"
75209050,75209022,"Brussels sprouts, frozen, cooked, fat added"
75209051,75209022,"Brussels sprouts, frozen, cooked, fat added"
75209052,75209022,"Brussels sprouts, frozen, cooked, fat added"
75209499,75209501,"Burdock, cooked"
75209500,75209501,"Burdock, cooked"
75210000,75210020,"Cabbage, Chinese, cooked, fat added"
75210021,75210020,"Cabbage, Chinese, cooked, fat added"
75210022,75210020,"Cabbage, Chinese, cooked, fat added"
75210023,75210020,"Cabbage, Chinese, cooked, fat added"
75211010,75211030,"Cabbage, green, cooked, fat added, NS as to fat type"
75211033,75211032,"Cabbage, green, cooked with butter or margarine"
75212000,75212020,"Cabbage, red, cooked"
75212010,75212020,"Cabbage, red, cooked"
75212021,75212020,"Cabbage, red, cooked"
75212022,75212020,"Cabbage, red, cooked"
75212023,75212020,"Cabbage, red, cooked"
75213000,75213020,"Cabbage, savoy, cooked"
75213010,75213020,"Cabbage, savoy, cooked"
75213021,75213020,"Cabbage, savoy, cooked"
75213022,75213020,"Cabbage, savoy, cooked"
75213023,75213020,"Cabbage, savoy, cooked"
75213100,75213120,"Cactus, cooked, fat added"
75213121,75213120,"Cactus, cooked, fat added"
75213122,75213120,"Cactus, cooked, fat added"
75213123,75213120,"Cactus, cooked, fat added"
75214000,75214020,"Cauliflower, NS as to form, cooked"
75214001,75214021,"Cauliflower, fresh, cooked, fat added, NS as to fat type"
75214002,75214022,"Cauliflower, frozen, cooked, fat added, NS as to fat type"
75214010,75214020,"Cauliflower, NS as to form, cooked"
75214024,75214020,"Cauliflower, NS as to form, cooked"
75214025,75214020,"Cauliflower, NS as to form, cooked"
75214026,75214020,"Cauliflower, NS as to form, cooked"
75214029,75214028,"Cauliflower, fresh, cooked with butter or margarine"
75214032,75214031,"Cauliflower, frozen, cooked with butter or margarine"
75215000,75215020,"Celery, cooked"
75215010,75215020,"Celery, cooked"
75215030,75215020,"Celery, cooked"
75215040,75215020,"Celery, cooked"
75215050,75215020,"Celery, cooked"
75215100,75215120,"Fennel bulb, cooked"
75215110,75215120,"Fennel bulb, cooked"
75215121,75215120,"Fennel bulb, cooked"
75215122,75215120,"Fennel bulb, cooked"
75215123,75215120,"Fennel bulb, cooked"
75215509,75215511,"Christophine, cooked"
75215510,75215511,"Christophine, cooked"
75216000,75216120,"Corn, NS as to form, cooked"
75216001,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216002,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216003,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216010,75216120,"Corn, NS as to form, cooked"
75216011,75216111,"Corn, fresh, cooked, no added fat"
75216012,75216112,"Corn, frozen, cooked, no added fat"
75216013,75216113,"Corn, canned, cooked, no added fat"
75216020,75216120,"Corn, NS as to form, cooked"
75216021,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216022,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216023,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216024,75216120,"Corn, NS as to form, cooked"
75216025,75216120,"Corn, NS as to form, cooked"
75216026,75216120,"Corn, NS as to form, cooked"
75216027,75216134,"Corn, fresh, cooked with oil"
75216028,75216135,"Corn, fresh, cooked with butter or margarine"
75216029,75216135,"Corn, fresh, cooked with butter or margarine"
75216031,75216137,"Corn, frozen, cooked with oil"
75216032,75216138,"Corn, frozen, cooked with butter or margarine"
75216033,75216138,"Corn, frozen, cooked with butter or margarine"
75216034,75216141,"Corn, canned, cooked with oil"
75216035,75216142,"Corn, canned, cooked with butter or margarine"
75216036,75216142,"Corn, canned, cooked with butter or margarine"
75216050,75216153,"Corn, creamed"
75216053,75216153,"Corn, creamed"
75216100,75216120,"Corn, NS as to form, cooked"
75216101,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216102,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216103,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216110,75216120,"Corn, NS as to form, cooked"
75216131,75216120,"Corn, NS as to form, cooked"
75216132,75216120,"Corn, NS as to form, cooked"
75216133,75216120,"Corn, NS as to form, cooked"
75216136,75216135,"Corn, fresh, cooked with butter or margarine"
75216139,75216138,"Corn, frozen, cooked with butter or margarine"
75216143,75216142,"Corn, canned, cooked with butter or margarine"
75216150,75216153,"Corn, creamed"
75216160,75216120,"Corn, NS as to form, cooked"
75216161,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216162,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216163,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216170,75216120,"Corn, NS as to form, cooked"
75216171,75216111,"Corn, fresh, cooked, no added fat"
75216172,75216112,"Corn, frozen, cooked, no added fat"
75216173,75216113,"Corn, canned, cooked, no added fat"
75216174,75216120,"Corn, NS as to form, cooked"
75216175,75216120,"Corn, NS as to form, cooked"
75216176,75216120,"Corn, NS as to form, cooked"
75216177,75216134,"Corn, fresh, cooked with oil"
75216178,75216135,"Corn, fresh, cooked with butter or margarine"
75216179,75216135,"Corn, fresh, cooked with butter or margarine"
75216180,75216120,"Corn, NS as to form, cooked"
75216181,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216182,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216183,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216184,75216137,"Corn, frozen, cooked with oil"
75216185,75216138,"Corn, frozen, cooked with butter or margarine"
75216186,75216138,"Corn, frozen, cooked with butter or margarine"
75216187,75216141,"Corn, canned, cooked with oil"
75216188,75216142,"Corn, canned, cooked with butter or margarine"
75216189,75216142,"Corn, canned, cooked with butter or margarine"
75216190,75216153,"Corn, creamed"
75216193,75216153,"Corn, creamed"
75216200,75216120,"Corn, NS as to form, cooked"
75216201,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216202,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216203,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216210,75216120,"Corn, NS as to form, cooked"
75216211,75216111,"Corn, fresh, cooked, no added fat"
75216212,75216112,"Corn, frozen, cooked, no added fat"
75216213,75216113,"Corn, canned, cooked, no added fat"
75216220,75216120,"Corn, NS as to form, cooked"
75216221,75216121,"Corn, fresh, cooked, fat added, NS as to fat type"
75216222,75216122,"Corn, frozen, cooked, fat added, NS as to fat type"
75216223,75216123,"Corn, canned, cooked, fat added, NS as to fat type"
75216224,75216120,"Corn, NS as to form, cooked"
75216225,75216120,"Corn, NS as to form, cooked"
75216226,75216120,"Corn, NS as to form, cooked"
75216227,75216134,"Corn, fresh, cooked with oil"
75216228,75216135,"Corn, fresh, cooked with butter or margarine"
75216229,75216135,"Corn, fresh, cooked with butter or margarine"
75216232,75216137,"Corn, frozen, cooked with oil"
75216233,75216138,"Corn, frozen, cooked with butter or margarine"
75216234,75216138,"Corn, frozen, cooked with butter or margarine"
75216235,75216141,"Corn, canned, cooked with oil"
75216236,75216142,"Corn, canned, cooked with butter or margarine"
75216237,75216142,"Corn, canned, cooked with butter or margarine"
75216250,75216153,"Corn, creamed"
75216253,75216153,"Corn, creamed"
75216300,75216320,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type"
75216323,75216322,"Corn, canned, reduced sodium, cooked with butter or margarine"
75216700,75216720,"Cucumber, cooked"
75216710,75216720,"Cucumber, cooked"
75216721,75216720,"Cucumber, cooked"
75216722,75216720,"Cucumber, cooked"
75216723,75216720,"Cucumber, cooked"
75217000,75217020,"Eggplant, cooked, fat added"
75217021,75217020,"Eggplant, cooked, fat added"
75217022,75217020,"Eggplant, cooked, fat added"
75217023,75217020,"Eggplant, cooked, fat added"
75217299,75217301,"Flowers or blossoms of sesbania, squash, or lily, cooked"
75217300,75217301,"Flowers or blossoms of sesbania, squash, or lily, cooked"
75217490,75217520,"Hominy, cooked"
75217500,75217520,"Hominy, cooked"
75218009,75218011,"Kohlrabi, cooked"
75218010,75218011,"Kohlrabi, cooked"
75218499,75218501,"Lotus root, cooked"
75218500,75218501,"Lotus root, cooked"
75219000,75219020,"Mushrooms, NS as to form, cooked"
75219001,75219021,"Mushrooms, fresh, cooked, fat added, NS as to fat type"
75219002,75219023,"Mushrooms, canned, cooked"
75219003,75219023,"Mushrooms, canned, cooked"
75219010,75219020,"Mushrooms, NS as to form, cooked"
75219012,75219023,"Mushrooms, canned, cooked"
75219013,75219023,"Mushrooms, canned, cooked"
75219022,75219023,"Mushrooms, canned, cooked"
75219030,75219020,"Mushrooms, NS as to form, cooked"
75219031,75219020,"Mushrooms, NS as to form, cooked"
75219032,75219020,"Mushrooms, NS as to form, cooked"
75219035,75219034,"Mushrooms, fresh, cooked with butter or margarine"
75219036,75219023,"Mushrooms, canned, cooked"
75219037,75219023,"Mushrooms, canned, cooked"
75219038,75219023,"Mushrooms, canned, cooked"
75219039,75219023,"Mushrooms, canned, cooked"
75219040,75219023,"Mushrooms, canned, cooked"
75219041,75219023,"Mushrooms, canned, cooked"
75220000,75220020,"Okra, NS as to form, cooked"
75220001,75220021,"Okra, fresh, cooked, fat added"
75220002,75220022,"Okra, frozen, cooked, fat added"
75220010,75220020,"Okra, NS as to form, cooked"
75220024,75220020,"Okra, NS as to form, cooked"
75220025,75220020,"Okra, NS as to form, cooked"
75220026,75220020,"Okra, NS as to form, cooked"
75220027,75220021,"Okra, fresh, cooked, fat added"
75220028,75220021,"Okra, fresh, cooked, fat added"
75220029,75220021,"Okra, fresh, cooked, fat added"
75220031,75220022,"Okra, frozen, cooked, fat added"
75220032,75220022,"Okra, frozen, cooked, fat added"
75220033,75220022,"Okra, frozen, cooked, fat added"
75220049,75220051,"Lettuce, cooked"
75220050,75220051,"Lettuce, cooked"
75220099,75220101,"Luffa, cooked"
75220100,75220101,"Luffa, cooked"
75221000,75221021,"Onions, cooked, fat added"
75221001,75221021,"Onions, cooked, fat added"
75221002,75221021,"Onions, cooked, fat added"
75221010,75221011,"Onions, cooked, no added fat"
75221012,75221011,"Onions, cooked, no added fat"
75221014,75221021,"Onions, cooked, fat added"
75221015,75221021,"Onions, cooked, fat added"
75221016,75221021,"Onions, cooked, fat added"
75221017,75221021,"Onions, cooked, fat added"
75221018,75221021,"Onions, cooked, fat added"
75221019,75221021,"Onions, cooked, fat added"
75221020,75221021,"Onions, cooked, fat added"
75221022,75221021,"Onions, cooked, fat added"
75221023,75221021,"Onions, cooked, fat added"
75221024,75221021,"Onions, cooked, fat added"
75221025,75221021,"Onions, cooked, fat added"
75221031,75221030,"Onions, pearl, cooked"
75221032,75221030,"Onions, pearl, cooked"
75221033,75221030,"Onions, pearl, cooked"
75221040,75221061,"Onions, green, cooked"
75221041,75221061,"Onions, green, cooked"
75221050,75221061,"Onions, green, cooked"
75221051,75221061,"Onions, green, cooked"
75221060,75221061,"Onions, green, cooked"
75222000,75222020,"Parsnips, cooked"
75222010,75222020,"Parsnips, cooked"
75222021,75222020,"Parsnips, cooked"
75222022,75222020,"Parsnips, cooked"
75222023,75222020,"Parsnips, cooked"
75223000,41300990,"Blackeyed peas, NFS"
75223001,41300990,"Blackeyed peas, NFS"
75223002,75223022,"Blackeyed peas, from frozen"
75223003,75223023,"Blackeyed peas, from canned"
75223010,41300990,"Blackeyed peas, NFS"
75223011,41300990,"Blackeyed peas, NFS"
75223012,75223022,"Blackeyed peas, from frozen"
75223013,75223023,"Blackeyed peas, from canned"
75223020,41300990,"Blackeyed peas, NFS"
75223021,41300990,"Blackeyed peas, NFS"
75223024,41300990,"Blackeyed peas, NFS"
75223025,41300990,"Blackeyed peas, NFS"
75223026,41300990,"Blackeyed peas, NFS"
75223027,41300990,"Blackeyed peas, NFS"
75223028,41300990,"Blackeyed peas, NFS"
75223029,41300990,"Blackeyed peas, NFS"
75223030,75223022,"Blackeyed peas, from frozen"
75223031,75223022,"Blackeyed peas, from frozen"
75223032,75223022,"Blackeyed peas, from frozen"
75223033,75223023,"Blackeyed peas, from canned"
75223034,75223023,"Blackeyed peas, from canned"
75223035,75223023,"Blackeyed peas, from canned"
75224010,75224030,"Green peas, NS as to form, cooked"
75224011,75224031,"Green peas, fresh, cooked, fat added, NS as to fat type"
75224012,75224032,"Green peas, frozen, cooked, fat added, NS as to fat type"
75224013,75224033,"Green peas, canned, cooked, fat added, NS as to fat type"
75224020,75224030,"Green peas, NS as to form, cooked"
75224040,75224030,"Green peas, NS as to form, cooked"
75224041,75224030,"Green peas, NS as to form, cooked"
75224042,75224030,"Green peas, NS as to form, cooked"
75224045,75224044,"Green peas, fresh, cooked with butter or margarine"
75224048,75224047,"Green peas, frozen, cooked with butter or margarine"
75224051,75224050,"Green peas, canned, cooked with butter or margarine"
75224110,75224130,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type"
75224133,75224132,"Green peas, canned, reduced sodium, cooked with butter or margarine"
75225010,41300990,"Blackeyed peas, NFS"
75225011,41300990,"Blackeyed peas, NFS"
75225013,75223023,"Blackeyed peas, from canned"
75225014,41300990,"Blackeyed peas, NFS"
75225015,41300990,"Blackeyed peas, NFS"
75225016,41300990,"Blackeyed peas, NFS"
75225017,41300990,"Blackeyed peas, NFS"
75225018,75223023,"Blackeyed peas, from canned"
75225019,75223023,"Blackeyed peas, from canned"
75226000,75226020,"Peppers, green, cooked"
75226010,75226020,"Peppers, green, cooked"
75226021,75226020,"Peppers, green, cooked"
75226022,75226020,"Peppers, green, cooked"
75226023,75226020,"Peppers, green, cooked"
75226040,75226060,"Peppers, red, cooked"
75226050,75226060,"Peppers, red, cooked"
75226061,75226060,"Peppers, red, cooked"
75226062,75226060,"Peppers, red, cooked"
75226063,75226060,"Peppers, red, cooked"
75226090,75226111,"Hot peppers, cooked"
75226091,75226111,"Hot peppers, cooked"
75226092,75226111,"Hot peppers, cooked"
75226093,75226111,"Hot peppers, cooked"
75226100,75226111,"Hot peppers, cooked"
75226101,75226111,"Hot peppers, cooked"
75226102,75226111,"Hot peppers, cooked"
75226103,75226111,"Hot peppers, cooked"
75226110,75226111,"Hot peppers, cooked"
75226112,75226111,"Hot peppers, cooked"
75226113,75226111,"Hot peppers, cooked"
75227099,75227110,"Daikon radish, cooked"
75227100,75227110,"Daikon radish, cooked"
75228000,75228020,"Rutabaga, cooked"
75228010,75228020,"Rutabaga, cooked"
75228021,75228020,"Rutabaga, cooked"
75228022,75228020,"Rutabaga, cooked"
75228023,75228020,"Rutabaga, cooked"
75229009,75229011,"Salsify, cooked"
75229010,75229011,"Salsify, cooked"
75230010,75230000,Sauerkraut
75230020,75230000,Sauerkraut
75231000,75231020,"Snowpea, NS as to form, cooked"
75231001,75231021,"Snowpea, fresh, cooked, fat added"
75231002,75231022,"Snowpea, frozen, cooked, fat added"
75231010,75231020,"Snowpea, NS as to form, cooked"
75231023,75231020,"Snowpea, NS as to form, cooked"
75231024,75231020,"Snowpea, NS as to form, cooked"
75231025,75231020,"Snowpea, NS as to form, cooked"
75231026,75231021,"Snowpea, fresh, cooked, fat added"
75231027,75231021,"Snowpea, fresh, cooked, fat added"
75231028,75231021,"Snowpea, fresh, cooked, fat added"
75231029,75231022,"Snowpea, frozen, cooked, fat added"
75231030,75231022,"Snowpea, frozen, cooked, fat added"
75231031,75231022,"Snowpea, frozen, cooked, fat added"
75232100,75232120,"Seaweed, cooked, fat added"
75232121,75232120,"Seaweed, cooked, fat added"
75232122,75232120,"Seaweed, cooked, fat added"
75232123,75232120,"Seaweed, cooked, fat added"
75233000,75233020,"Summer squash, yellow or green, NS as to form, cooked"
75233001,75233021,"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type"
75233002,75233022,"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type"
75233003,75233023,"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type"
75233010,75233020,"Summer squash, yellow or green, NS as to form, cooked"
75233024,75233020,"Summer squash, yellow or green, NS as to form, cooked"
75233025,75233020,"Summer squash, yellow or green, NS as to form, cooked"
75233026,75233020,"Summer squash, yellow or green, NS as to form, cooked"
75233029,75233028,"Summer squash, yellow or green, fresh, cooked with butter or margarine"
75233032,75233031,"Summer squash, yellow or green, frozen, cooked with butter or margarine"
75233035,75233034,"Summer squash, yellow or green, canned, cooked with butter or margarine"
75233200,75233220,"Spaghetti squash, cooked"
75233210,75233220,"Spaghetti squash, cooked"
75233221,75233220,"Spaghetti squash, cooked"
75233222,75233220,"Spaghetti squash, cooked"
75233223,75233220,"Spaghetti squash, cooked"
75234000,75234021,"Turnip, cooked"
75234001,75234021,"Turnip, cooked"
75234002,75234021,"Turnip, cooked"
75234003,75234021,"Turnip, cooked"
75234010,75234021,"Turnip, cooked"
75234011,75234021,"Turnip, cooked"
75234012,75234021,"Turnip, cooked"
75234013,75234021,"Turnip, cooked"
75234020,75234021,"Turnip, cooked"
75234022,75234021,"Turnip, cooked"
75234023,75234021,"Turnip, cooked"
75234024,75234021,"Turnip, cooked"
75234025,75234021,"Turnip, cooked"
75234026,75234021,"Turnip, cooked"
75234027,75234021,"Turnip, cooked"
75234028,75234021,"Turnip, cooked"
75234029,75234021,"Turnip, cooked"
75234030,75234021,"Turnip, cooked"
75234031,75234021,"Turnip, cooked"
75234032,75234021,"Turnip, cooked"
75234033,75234021,"Turnip, cooked"
75234034,75234021,"Turnip, cooked"
75234035,75234021,"Turnip, cooked"
75301100,75301120,"Lima beans and corn, cooked, fat added"
75301121,75301120,"Lima beans and corn, cooked, fat added"
75301122,75301120,"Lima beans and corn, cooked, fat added"
75301123,75301120,"Lima beans and corn, cooked, fat added"
75306999,75307000,"Peppers and onions, cooked, fat added"
75307001,75307000,"Peppers and onions, cooked, fat added"
75307002,75307000,"Peppers and onions, cooked, fat added"
75307003,75307000,"Peppers and onions, cooked, fat added"
75311000,75311020,"Classic mixed vegetables, NS as to form, cooked"
75311002,75311022,"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type"
75311003,75311023,"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type"
75311010,75311020,"Classic mixed vegetables, NS as to form, cooked"
75311024,75311020,"Classic mixed vegetables, NS as to form, cooked"
75311025,75311020,"Classic mixed vegetables, NS as to form, cooked"
75311026,75311020,"Classic mixed vegetables, NS as to form, cooked"
